feedback_id,event_id,student_id,rating,feedback_text,sentiment
FB00734,E003,S0450,5,Excellent organization and a knowledgeable speaker.,POSITIVE
FB00735,E056,S0292,3,"Overall, The session was average.",NEUTRAL
FB00736,E053,S0318,2,The organization was poor.,NEGATIVE
FB00737,E090,S0394,2,"In my opinion, The workshop was okay.",NEUTRAL
FB00738,E065,S0318,4,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00739,E015,S0364,5,"In my opinion, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00740,E004,S0030,2,The event was neither good nor bad.,NEUTRAL
FB00741,E076,S0060,2,"For this event, The speaker did not explain the topic clearly.",NEGATIVE
FB00742,E086,S0337,3,"For this event, The session was satisfactory.",NEUTRAL
FB00743,E088,S0278,2,"For this event, The event was neither good nor bad.",NEUTRAL
FB00744,E033,S0101,2,"In my opinion, The session was satisfactory.",NEUTRAL
FB00745,E081,S0377,1,"From my experience, The venue was uncomfortable and crowded.",NEGATIVE
FB00746,E023,S0204,3,"For this event, The event was neither good nor bad.",NEUTRAL
FB00747,E091,S0033,1,"From my experience, The event started very late.",NEGATIVE
FB00748,E093,S0288,2,"For this event, The event started very late.",NEGATIVE
FB00749,E079,S0080,2,"In my opinion, The speaker did not explain the topic clearly.",NEGATIVE
FB00750,E085,S0471,1,"In my opinion, The organization was poor.",NEGATIVE
FB00751,E047,S0026,4,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00752,E062,S0143,5,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00753,E062,S0095,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00754,E089,S0165,2,"Overall, The session was average.",NEUTRAL
FB00755,E081,S0330,5,"For this event, I really enjoyed this event and learned a lot.",POSITIVE
FB00756,E013,S0252,1,"In my opinion, The venue was too crowded.",NEGATIVE
FB00757,E072,S0369,4,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
FB00758,E040,S0213,1,"From my experience, The organization was poor.",NEGATIVE
FB00759,E035,S0167,2,The session was average.,NEUTRAL
FB00760,E091,S0063,2,"In my opinion, The organization was poor.",NEGATIVE
FB00761,E026,S0311,5,The speaker explained the concepts clearly.,POSITIVE
FB00762,E051,S0420,3,"For this event, The event was neither good nor bad.",NEUTRAL
FB00763,E004,S0088,2,"Overall, The content was as expected.",NEUTRAL
FB00764,E044,S0455,1,"For this event, There were problems with the arrangements.",NEGATIVE
FB00765,E029,S0344,2,"From my experience, The organization was poor.",NEGATIVE
FB00766,E041,S0020,3,"In my opinion, The event was fine.",NEUTRAL
FB00767,E061,S0492,5,"For this event, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00768,E055,S0005,2,"Overall, The event started very late.",NEGATIVE
FB00769,E002,S0389,4,Great event with practical examples.,POSITIVE
FB00770,E062,S0437,2,"For this event, The content was as expected.",NEUTRAL
FB00771,E049,S0498,2,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00772,E074,S0336,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00773,E065,S0433,5,"In my opinion, The session was well organized and useful.",POSITIVE
FB00774,E028,S0404,2,"From my experience, The speaker did not explain the topic clearly.",NEGATIVE
FB00775,E094,S0280,1,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00776,E048,S0364,5,The content was interesting and engaging.,POSITIVE
FB00777,E016,S0260,5,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00778,E014,S0261,5,The content was interesting and engaging.,POSITIVE
FB00779,E051,S0137,2,The venue was uncomfortable and crowded.,NEGATIVE
FB00780,E079,S0433,2,"For this event, There were problems with the arrangements.",NEGATIVE
FB00781,E062,S0311,1,"Overall, The venue was too crowded.",NEGATIVE
FB00782,E024,S0275,3,"Overall, The workshop covered the expected topics.",NEUTRAL
FB00783,E029,S0163,4,"For this event, I really enjoyed this event and learned a lot.",POSITIVE
FB00784,E100,S0187,5,The speaker explained the concepts clearly.,POSITIVE
FB00785,E098,S0236,4,"For this event, The event was very helpful for my studies.",POSITIVE
FB00786,E068,S0008,2,"Overall, The venue was too crowded.",NEGATIVE
FB00787,E092,S0092,1,"For this event, The speaker did not explain the topic clearly.",NEGATIVE
FB00788,E030,S0280,1,"In my opinion, The speaker did not explain the topic clearly.",NEGATIVE
FB00789,E085,S0417,4,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00790,E071,S0404,5,The content was interesting and engaging.,POSITIVE
FB00791,E060,S0347,4,The event was very helpful for my studies.,POSITIVE
FB00792,E050,S0277,4,The content was interesting and engaging.,POSITIVE
FB00793,E039,S0345,3,The content was as expected.,NEUTRAL
FB00794,E051,S0487,4,"From my experience, The event was very helpful for my studies.",POSITIVE
FB00795,E095,S0204,5,"In my opinion, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00796,E016,S0121,4,"For this event, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00797,E093,S0255,2,"For this event, The workshop covered the expected topics.",NEUTRAL
FB00798,E096,S0041,4,"In my opinion, The session was well organized and useful.",POSITIVE
FB00799,E014,S0347,4,"For this event, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00800,E057,S0394,5,"Overall, The session was well organized and useful.",POSITIVE
FB00801,E078,S0189,4,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00802,E049,S0129,3,"Overall, The session was satisfactory.",NEUTRAL
FB00803,E031,S0244,4,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00804,E068,S0175,1,"From my experience, The venue was too crowded.",NEGATIVE
FB00805,E076,S0447,1,"Overall, The venue was too crowded.",NEGATIVE
FB00806,E044,S0402,2,"For this event, The workshop covered the expected topics.",NEUTRAL
FB00807,E047,S0260,5,"For this event, I really enjoyed this event and learned a lot.",POSITIVE
FB00808,E045,S0052,2,"Overall, The event started very late.",NEGATIVE
FB00809,E052,S0403,4,"For this event, The content was interesting and engaging.",POSITIVE
FB00810,E095,S0173,3,"From my experience, The session was satisfactory.",NEUTRAL
FB00811,E065,S0080,2,"From my experience, The session was satisfactory.",NEUTRAL
FB00812,E030,S0362,4,"In my opinion, Great event with practical examples.",POSITIVE
FB00813,E025,S0390,5,The speaker explained the concepts clearly.,POSITIVE
FB00814,E016,S0260,2,"From my experience, The speaker did not explain the topic clearly.",NEGATIVE
FB00815,E054,S0230,4,"Overall, The speaker explained the concepts clearly.",POSITIVE
FB00816,E011,S0002,4,"For this event, The event was very helpful for my studies.",POSITIVE
FB00817,E052,S0191,4,I really enjoyed this event and learned a lot.,POSITIVE
FB00818,E043,S0269,5,"Overall, I really enjoyed this event and learned a lot.",POSITIVE
FB00819,E067,S0132,2,The speaker did not explain the topic clearly.,NEGATIVE
FB00820,E097,S0013,5,I really enjoyed this event and learned a lot.,POSITIVE
FB00821,E017,S0126,5,The session was well organized and useful.,POSITIVE
FB00822,E058,S0361,4,"From my experience, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00823,E016,S0372,2,"For this event, The speaker did not explain the topic clearly.",NEGATIVE
FB00824,E099,S0144,1,The venue was too crowded.,NEGATIVE
FB00825,E018,S0337,5,The content was interesting and engaging.,POSITIVE
FB00826,E057,S0047,3,"In my opinion, The session was average.",NEUTRAL
FB00827,E072,S0156,4,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00828,E064,S0111,3,"From my experience, The workshop covered the expected topics.",NEUTRAL
FB00829,E083,S0482,5,"For this event, Great event with practical examples.",POSITIVE
FB00830,E076,S0470,2,"From my experience, The session was not useful.",NEGATIVE
FB00831,E062,S0474,5,The session was well organized and useful.,POSITIVE
FB00832,E016,S0062,2,"For this event, The session was not useful.",NEGATIVE
FB00833,E059,S0492,3,"From my experience, The session was average.",NEUTRAL
FB00834,E032,S0058,4,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00835,E073,S0419,2,"Overall, The session was average.",NEUTRAL
FB00836,E058,S0497,4,"For this event, The event was very helpful for my studies.",POSITIVE
FB00837,E037,S0280,5,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00838,E019,S0302,5,"In my opinion, The workshop was excellent and very informative.",POSITIVE
FB00839,E070,S0084,2,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00840,E024,S0172,5,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB00841,E053,S0192,1,"From my experience, The event was disappointing.",NEGATIVE
FB00842,E005,S0399,4,The workshop was excellent and very informative.,POSITIVE
FB00843,E094,S0204,2,"From my experience, The session was average.",NEUTRAL
FB00844,E004,S0288,3,"For this event, The workshop was okay.",NEUTRAL
FB00845,E041,S0346,2,"For this event, There were problems with the arrangements.",NEGATIVE
FB00846,E089,S0054,2,"Overall, The workshop covered the expected topics.",NEUTRAL
FB00847,E065,S0454,4,The content was interesting and engaging.,POSITIVE
FB00848,E014,S0470,4,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
FB00849,E043,S0312,5,"In my opinion, The content was interesting and engaging.",POSITIVE
FB00850,E039,S0275,5,Great event with practical examples.,POSITIVE
FB00851,E057,S0205,5,"For this event, The event was very helpful for my studies.",POSITIVE
FB00852,E081,S0286,2,"From my experience, The event started very late.",NEGATIVE
FB00853,E032,S0235,2,"Overall, There were problems with the arrangements.",NEGATIVE
FB00854,E080,S0023,5,"For this event, The content was interesting and engaging.",POSITIVE
FB00855,E083,S0125,1,"For this event, The venue was uncomfortable and crowded.",NEGATIVE
FB00856,E085,S0375,3,"From my experience, The event was neither good nor bad.",NEUTRAL
FB00857,E029,S0058,3,The session was average.,NEUTRAL
FB00858,E043,S0149,5,"From my experience, The session was well organized and useful.",POSITIVE
FB00859,E001,S0061,2,"For this event, The event was fine.",NEUTRAL
FB00860,E089,S0283,1,"For this event, The venue was uncomfortable and crowded.",NEGATIVE
FB00861,E087,S0262,2,"For this event, The workshop covered the expected topics.",NEUTRAL
FB00862,E092,S0473,1,"From my experience, The speaker did not explain the topic clearly.",NEGATIVE
FB00863,E075,S0146,3,"For this event, The session was satisfactory.",NEUTRAL
FB00864,E050,S0187,1,"For this event, The event was disappointing.",NEGATIVE
FB00865,E026,S0497,5,"Overall, I really enjoyed this event and learned a lot.",POSITIVE
FB00866,E077,S0162,3,"Overall, The event was conducted normally.",NEUTRAL
FB00867,E044,S0413,3,"For this event, The event was neither good nor bad.",NEUTRAL
FB00868,E073,S0237,4,"Overall, The session was well organized and useful.",POSITIVE
FB00869,E076,S0121,1,"Overall, The organization was poor.",NEGATIVE
FB00870,E052,S0343,3,The session was satisfactory.,NEUTRAL
FB00871,E089,S0440,5,I really enjoyed this event and learned a lot.,POSITIVE
FB00872,E069,S0385,3,"In my opinion, The session was average.",NEUTRAL
FB00873,E005,S0287,5,The event was very helpful for my studies.,POSITIVE
FB00874,E095,S0321,5,"From my experience, The content was interesting and engaging.",POSITIVE
FB00875,E030,S0199,5,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00876,E093,S0421,4,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
FB00877,E015,S0357,3,"Overall, The event was conducted normally.",NEUTRAL
FB00878,E037,S0171,5,"In my opinion, The workshop was excellent and very informative.",POSITIVE
FB00879,E062,S0448,4,"For this event, The content was interesting and engaging.",POSITIVE
FB00880,E085,S0094,1,The speaker did not explain the topic clearly.,NEGATIVE
FB00881,E061,S0099,2,"In my opinion, The event was disappointing.",NEGATIVE
FB00882,E020,S0324,3,"Overall, The session was average.",NEUTRAL
FB00883,E026,S0133,4,"In my opinion, The session was well organized and useful.",POSITIVE
FB00884,E034,S0017,3,"Overall, The event was fine.",NEUTRAL
FB00885,E003,S0178,2,"From my experience, The session was satisfactory.",NEUTRAL
FB00886,E089,S0024,2,"From my experience, The session was satisfactory.",NEUTRAL
FB00887,E065,S0129,2,"Overall, The event started very late.",NEGATIVE
FB00888,E079,S0458,5,"From my experience, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00889,E083,S0395,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00890,E044,S0109,3,"In my opinion, The event was fine.",NEUTRAL
FB00891,E032,S0294,2,"From my experience, The event was neither good nor bad.",NEUTRAL
FB00892,E065,S0487,3,The event was neither good nor bad.,NEUTRAL
FB00893,E062,S0312,5,The workshop was excellent and very informative.,POSITIVE
FB00894,E092,S0096,4,"In my opinion, Great event with practical examples.",POSITIVE
FB00895,E053,S0387,5,"Overall, The content was interesting and engaging.",POSITIVE
FB00896,E083,S0148,5,Excellent organization and a knowledgeable speaker.,POSITIVE
FB00897,E006,S0260,4,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
FB00898,E067,S0334,1,"From my experience, The venue was uncomfortable and crowded.",NEGATIVE
FB00899,E093,S0378,5,"From my experience, The session was well organized and useful.",POSITIVE
FB00900,E069,S0490,4,"Overall, Great event with practical examples.",POSITIVE
FB00901,E077,S0220,2,"For this event, The venue was too crowded.",NEGATIVE
FB00902,E044,S0455,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00903,E064,S0161,4,"From my experience, The session was well organized and useful.",POSITIVE
FB00904,E076,S0442,5,"For this event, The event was very helpful for my studies.",POSITIVE
FB00905,E025,S0444,1,"In my opinion, The event was disappointing.",NEGATIVE
FB00906,E070,S0470,5,"Overall, The speaker explained the concepts clearly.",POSITIVE
FB00907,E014,S0429,2,The content was as expected.,NEUTRAL
FB00908,E090,S0132,1,"For this event, The session was not useful.",NEGATIVE
FB00909,E092,S0369,3,"For this event, The event was conducted normally.",NEUTRAL
FB00910,E022,S0220,1,"For this event, The organization was poor.",NEGATIVE
FB00911,E042,S0301,4,The session was well organized and useful.,POSITIVE
FB00912,E010,S0475,2,The event was neither good nor bad.,NEUTRAL
FB00913,E092,S0273,2,The content was as expected.,NEUTRAL
FB00914,E085,S0328,5,"From my experience, The event was very helpful for my studies.",POSITIVE
FB00915,E005,S0231,2,"Overall, The venue was uncomfortable and crowded.",NEGATIVE
FB00916,E004,S0370,3,"From my experience, The content was as expected.",NEUTRAL
FB00917,E075,S0251,1,There were problems with the arrangements.,NEGATIVE
FB00918,E021,S0162,2,"In my opinion, The event was disappointing.",NEGATIVE
FB00919,E084,S0280,2,"Overall, The session was satisfactory.",NEUTRAL
FB00920,E067,S0151,5,"From my experience, The session was well organized and useful.",POSITIVE
FB00921,E098,S0413,5,"For this event, The session was well organized and useful.",POSITIVE
FB00922,E094,S0469,5,"Overall, The session was well organized and useful.",POSITIVE
FB00923,E096,S0447,3,"Overall, The workshop covered the expected topics.",NEUTRAL
FB00924,E090,S0081,5,"Overall, The content was interesting and engaging.",POSITIVE
FB00925,E012,S0315,5,"From my experience, The event was very helpful for my studies.",POSITIVE
FB00926,E014,S0183,4,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00927,E009,S0321,5,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00928,E050,S0322,4,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00929,E094,S0481,2,"Overall, The speaker did not explain the topic clearly.",NEGATIVE
FB00930,E081,S0183,5,"For this event, The event was very helpful for my studies.",POSITIVE
FB00931,E087,S0467,5,"From my experience, The speaker explained the concepts clearly.",POSITIVE
FB00932,E047,S0432,4,"For this event, I really enjoyed this event and learned a lot.",POSITIVE
FB00933,E018,S0340,5,"Overall, The content was interesting and engaging.",POSITIVE
FB00934,E005,S0135,5,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00935,E012,S0238,5,"From my experience, The event was very helpful for my studies.",POSITIVE
FB00936,E033,S0051,4,"From my experience, The session was well organized and useful.",POSITIVE
FB00937,E088,S0444,2,"In my opinion, The venue was too crowded.",NEGATIVE
FB00938,E026,S0094,4,"For this event, I really enjoyed this event and learned a lot.",POSITIVE
FB00939,E054,S0192,5,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00940,E005,S0024,4,The event was very helpful for my studies.,POSITIVE
FB00941,E003,S0229,2,"For this event, The event was conducted normally.",NEUTRAL
FB00942,E084,S0469,2,"From my experience, The session was satisfactory.",NEUTRAL
FB00943,E100,S0226,1,"From my experience, There were problems with the arrangements.",NEGATIVE
FB00944,E052,S0110,4,"From my experience, The session was well organized and useful.",POSITIVE
FB00945,E063,S0313,5,"From my experience, The workshop was excellent and very informative.",POSITIVE
FB00946,E044,S0251,1,The event started very late.,NEGATIVE
FB00947,E094,S0248,5,"For this event, The session was well organized and useful.",POSITIVE
FB00948,E077,S0343,3,"For this event, The content was as expected.",NEUTRAL
FB00949,E062,S0276,2,"In my opinion, The session was average.",NEUTRAL
FB00950,E052,S0390,5,"For this event, Great event with practical examples.",POSITIVE
FB00951,E027,S0392,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00952,E074,S0039,4,"Overall, Great event with practical examples.",POSITIVE
FB00953,E063,S0060,2,"From my experience, The organization was poor.",NEGATIVE
FB00954,E040,S0015,4,"For this event, The workshop was excellent and very informative.",POSITIVE
FB00955,E060,S0111,1,"In my opinion, The venue was too crowded.",NEGATIVE
FB00956,E017,S0456,5,"For this event, The session was well organized and useful.",POSITIVE
FB00957,E025,S0372,5,"For this event, The speaker explained the concepts clearly.",POSITIVE
FB00958,E088,S0395,4,"Overall, The speaker explained the concepts clearly.",POSITIVE
FB00959,E094,S0479,4,"For this event, The session was well organized and useful.",POSITIVE
FB00960,E004,S0303,3,"Overall, The event was conducted normally.",NEUTRAL
FB00961,E001,S0282,4,"Overall, Great event with practical examples.",POSITIVE
FB00962,E029,S0079,2,"From my experience, The event was disappointing.",NEGATIVE
FB00963,E078,S0065,5,"Overall, The speaker explained the concepts clearly.",POSITIVE
FB00964,E043,S0270,5,"In my opinion, The workshop was excellent and very informative.",POSITIVE
FB00965,E042,S0374,4,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00966,E059,S0367,5,"Overall, The speaker explained the concepts clearly.",POSITIVE
FB00967,E053,S0224,5,The workshop was excellent and very informative.,POSITIVE
FB00968,E024,S0409,5,"Overall, Great event with practical examples.",POSITIVE
FB00969,E075,S0178,5,Excellent organization and a knowledgeable speaker.,POSITIVE
FB00970,E017,S0358,5,"For this event, I really enjoyed this event and learned a lot.",POSITIVE
FB00971,E030,S0248,2,The event was neither good nor bad.,NEUTRAL
FB00972,E081,S0294,2,"In my opinion, The workshop was okay.",NEUTRAL
FB00973,E008,S0108,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00974,E059,S0234,3,"Overall, The session was satisfactory.",NEUTRAL
FB00975,E047,S0343,2,The workshop covered the expected topics.,NEUTRAL
FB00976,E067,S0011,5,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00977,E039,S0477,2,"Overall, The event was neither good nor bad.",NEUTRAL
FB00978,E014,S0072,4,"Overall, The session was well organized and useful.",POSITIVE
FB00979,E002,S0471,5,"Overall, The event was very helpful for my studies.",POSITIVE
FB00980,E037,S0460,1,"In my opinion, The venue was uncomfortable and crowded.",NEGATIVE
FB00981,E032,S0390,5,"For this event, The session was well organized and useful.",POSITIVE
FB00982,E096,S0135,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00983,E033,S0224,5,"In my opinion, Great event with practical examples.",POSITIVE
FB00984,E077,S0380,4,"In my opinion, The session was well organized and useful.",POSITIVE
FB00985,E064,S0015,2,"From my experience, The workshop was okay.",NEUTRAL
FB00986,E031,S0104,5,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00987,E071,S0035,4,"Overall, The workshop was excellent and very informative.",POSITIVE
FB00988,E019,S0400,4,"From my experience, The content was interesting and engaging.",POSITIVE
FB00989,E084,S0229,1,"For this event, The session was not useful.",NEGATIVE
FB00990,E060,S0329,5,"In my opinion, I really enjoyed this event and learned a lot.",POSITIVE
FB00991,E034,S0396,5,The speaker explained the concepts clearly.,POSITIVE
FB00992,E063,S0485,4,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00993,E046,S0014,3,The event was neither good nor bad.,NEUTRAL
FB00994,E035,S0216,4,"In my opinion, The session was well organized and useful.",POSITIVE
FB00995,E052,S0433,2,The event was fine.,NEUTRAL
FB00996,E084,S0326,4,"Overall, Excellent organization and a knowledgeable speaker.",POSITIVE
FB00997,E066,S0466,3,"In my opinion, The event was fine.",NEUTRAL
FB00998,E021,S0020,4,"Overall, The content was interesting and engaging.",POSITIVE
FB00999,E092,S0029,4,"In my opinion, The event was very helpful for my studies.",POSITIVE
FB01000,E059,S0248,5,"In my opinion, The speaker explained the concepts clearly.",POSITIVE
